Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
08/10/2016,Completed,08/11/2016,16-05668977,Sanitation Code Violation,Standing water,4042 W FOSTER AVE,60630,1148331.27937563,1934245.05381285,39,17,13,41.97551390275125,-87.72991023524055,"(41.97551390275125, -87.72991023524055)"
08/14/2016,Completed,08/15/2016,16-05742063,Sanitation Code Violation,Standing water,1102 W MONTROSE AVE,60613,1168102.68609554,1929375.63728732,46,19,3,41.96174688019567,-87.65734508842118,"(41.96174688019567, -87.65734508842118)"
08/14/2016,Completed,08/15/2016,16-05742109,Sanitation Code Violation,Standing water,1151 W MONTROSE AVE,60613,1167741.96950207,1929366.09288739,46,19,3,41.9617284911046,-87.65867155599167,"(41.9617284911046, -87.65867155599167)"
08/14/2016,Completed,08/15/2016,16-05749277,Sanitation Code Violation,Standing water,6332 S RICHMOND ST,60629,1157803.57138933,1862508.29822735,17,8,66,41.77847289130123,-87.6970328154695,"(41.77847289130123, -87.6970328154695)"
08/12/2016,Completed,08/15/2016,16-05711563,Sanitation Code Violation,Standing water,2646 N DRAKE AVE,60647,1152264.64473258,1917365.92146792,35,14,22,41.929119417727236,-87.71589293110462,"(41.929119417727236, -87.71589293110462)"
08/07/2016,Completed,08/15/2016,16-05577283,Sanitation Code Violation,Standing water,4826 N WOLCOTT AVE,60640,1162948.28729525,1932078.38417314,47,20,4,41.96927335453338,-87.67621931503916,"(41.96927335453338, -87.67621931503916)"
08/15/2016,Completed,08/16/2016,16-05767788,Sanitation Code Violation,Standing water,4352 W 47TH ST,60632,1148015.77032568,1873109.08521543,14,8,57,41.80775624733463,-87.73264438271458,"(41.80775624733463, -87.73264438271458)"
08/15/2016,Completed,08/16/2016,16-05767789,Sanitation Code Violation,Standing water,4635 S KOLMAR AVE,60632,1146804.0391225,1873516.07363061,14,8,57,41.808896239600024,-87.73707839474409,"(41.808896239600024, -87.73707839474409)"
08/15/2016,Completed,08/16/2016,16-05767793,Sanitation Code Violation,Standing water,4400 W 47TH ST,60632,1147817.86992036,1873104.40358949,14,8,57,41.80774719359453,-87.73337035816313,"(41.80774719359453, -87.73337035816313)"
08/15/2016,Completed,08/16/2016,16-05767795,Sanitation Code Violation,Standing water,4432 W 47TH ST,60632,1147483.529801,1873095.75220467,14,8,57,41.80772985108241,-87.7345968660238,"(41.80772985108241, -87.7345968660238)"
08/14/2016,Completed,08/17/2016,16-05749190,Sanitation Code Violation,Standing water,4545 S DREXEL BLVD,60653,1183085.83639621,1875068.73312133,4,2,39,41.812389036950556,-87.60395637876054,"(41.812389036950556, -87.60395637876054)"
08/15/2016,Completed,08/17/2016,16-05775756,Sanitation Code Violation,Standing water,4826 N WOLCOTT AVE,60640,1162948.28729525,1932078.38417314,47,20,4,41.96927335453338,-87.67621931503916,"(41.96927335453338, -87.67621931503916)"
08/12/2016,Completed,08/17/2016,16-05707848,Sanitation Code Violation,Standing water,4214 S ELLIS AVE,60653,1183634.40821927,1877060.62782492,4,2,36,41.81784214724926,-87.6018820545467,"(41.81784214724926, -87.6018820545467)"
08/16/2016,Completed,08/18/2016,16-05808920,Sanitation Code Violation,Standing water,8531 S SAGINAW AVE,60617,1195310.27656607,1848919.16637928,7,4,46,41.74033946868969,-87.55998061659643,"(41.74033946868969, -87.55998061659643)"
08/17/2016,Completed,08/18/2016,16-05836463,Sanitation Code Violation,Standing water,5500 W CORTLAND ST,60639,1139432.17991066,1911909.9426872,37,25,25,41.91439150867265,-87.76318216714274,"(41.91439150867265, -87.76318216714274)"
08/18/2016,Completed,08/19/2016,16-05865093,Sanitation Code Violation,Standing water,6452 N LEAVITT ST,60645,1160468.8556108,1942807.01049221,50,24,2,41.998764956123026,-87.68503758296266,"(41.998764956123026, -87.68503758296266)"
08/03/2016,Completed,08/19/2016,16-05493236,Sanitation Code Violation,Standing water,2321 W THOMAS ST,60622,1160733.47346581,1907265.26569235,1,12,24,41.901230915324525,-87.68505309945752,"(41.901230915324525, -87.68505309945752)"
08/18/2016,Completed,08/21/2016,16-05854189,Sanitation Code Violation,Standing water,3608 N AUSTIN AVE,60634,1135728.93913103,1923412.41951597,36,16,17,41.946022341975606,-87.77651308772631,"(41.946022341975606, -87.77651308772631)"
08/17/2016,Completed,08/21/2016,16-05826749,Sanitation Code Violation,Standing water,4993 N MASON AVE,60630,1135524.6391948,1932951.69510195,45,16,11,41.97220269213665,-87.77703641167882,"(41.97220269213665, -87.77703641167882)"
08/19/2016,Completed,08/23/2016,16-05879266,Sanitation Code Violation,Standing water,5550 N ASHLAND AVE,60640,1164656.30591476,1937027.56990882,40,20,77,41.98281797612653,-87.66979798918322,"(41.98281797612653, -87.66979798918322)"
08/20/2016,Completed,08/26/2016,16-05898108,Sanitation Code Violation,Standing water,2047 W MAYPOLE AVE,60612,1162654.07348664,1901015.45488648,27,12,28,41.884040891422494,-87.67817385024021,"(41.884040891422494, -87.67817385024021)"
08/25/2016,Completed,08/29/2016,16-06019065,Sanitation Code Violation,Standing water,4352 W 47TH ST,60632,1148015.77032568,1873109.08521543,14,8,57,41.80775624733463,-87.73264438271458,"(41.80775624733463, -87.73264438271458)"
08/28/2016,Completed,08/30/2016,16-06080648,Sanitation Code Violation,Standing water,327 N LOTUS AVE,60644,1139890.74987735,1901631.23247594,37,15,25,41.8861771243906,-87.76174902546371,"(41.8861771243906, -87.76174902546371)"
08/17/2016,Completed,08/30/2016,16-05835802,Sanitation Code Violation,Standing water,4945 S HOYNE AVE,60609,1163198.29080914,1871758.50008006,15,9,61,41.803745388748105,-87.67699646083116,"(41.803745388748105, -87.67699646083116)"
08/30/2016,Completed - Dup,08/31/2016,16-06149433,Sanitation Code Violation,Standing water,5053 S LAWLER AVE,60638,1143547.81919224,1870647.96041166,22,8,56,41.8010870536436,-87.74909324743506,"(41.8010870536436, -87.74909324743506)"
08/25/2016,Completed,08/31/2016,16-06016652,Sanitation Code Violation,Standing water,2815 W MONROE ST,60612,1157637.81331913,1899563.6349335,27,11,27,41.88016057045512,-87.6966336758033,"(41.88016057045512, -87.6966336758033)"
08/20/2016,Completed,08/31/2016,16-05897503,Sanitation Code Violation,Standing water,1231 W 33RD ST,60608,1168650.63641506,1882933.57982727,11,9,60,41.8342949717908,-87.65667721486689,"(41.8342949717908, -87.65667721486689)"
08/08/2016,Completed,08/31/2016,16-05607076,Sanitation Code Violation,Standing water,1933 S JOURDAN CT,60608,1171178.21987117,1890960.88269453,11,12,31,41.85626756568111,-87.64716758212354,"(41.85626756568111, -87.64716758212354)"
08/27/2016,Completed,09/01/2016,16-06074530,Sanitation Code Violation,Standing water,4134 N DAMEN AVE,60618,1162270.43136889,1927571.25028216,47,19,5,41.95691980863067,-87.67883837619932,"(41.95691980863067, -87.67883837619932)"
08/19/2016,Completed,09/01/2016,16-05886207,Sanitation Code Violation,Standing water,7822 S PHILLIPS AVE,60649,1193885.79418065,1853577.71219587,7,4,43,41.75315791236199,-87.56504725627937,"(41.75315791236199, -87.56504725627937)"
09/01/2016,Completed,09/02/2016,16-06200378,Sanitation Code Violation,Standing water,4434 W PARKER AVE,60639,1146346.34747408,1917877.51002585,31,25,20,41.93063815408724,-87.73762798355497,"(41.93063815408724, -87.73762798355497)"
08/29/2016,Completed,09/02/2016,16-06116773,Sanitation Code Violation,Standing water,10322 S AVERS AVE,60655,1152477.80421522,1835952.34062504,19,22,74,41.70570523516058,-87.71725459262717,"(41.70570523516058, -87.71725459262717)"
08/19/2016,Completed,09/11/2016,16-05888466,Sanitation Code Violation,Standing water,319 S THROOP ST,60607,1167776.88517997,1898543.98988164,28,12,28,41.87715014423509,-87.65943367221081,"(41.87715014423509, -87.65943367221081)"
09/10/2016,Completed,09/13/2016,16-06413918,Sanitation Code Violation,Standing water,5500 W ARDMORE AVE,60646,1138773.02998643,1937961.68093423,39,16,11,41.98589200661507,-87.76496911176446,"(41.98589200661507, -87.76496911176446)"
09/05/2016,Completed,09/13/2016,16-06292963,Sanitation Code Violation,Standing water,4810 N LEAVITT ST,60625,1160820.53617943,1931914.5712033,47,20,4,41.968868359292884,-87.68404761362825,"(41.968868359292884, -87.68404761362825)"
09/17/2016,Completed - Dup,09/21/2016,16-06593765,Sanitation Code Violation,Standing water,4652 W 63RD ST,60629,1146361.53317963,1862424.33408015,13,8,64,41.778467153159184,-87.73898270495769,"(41.778467153159184, -87.73898270495769)"
09/17/2016,Completed,09/21/2016,16-06593682,Sanitation Code Violation,Standing water,4652 W 63RD ST,60629,1146361.53317963,1862424.33408015,13,8,64,41.778467153159184,-87.73898270495769,"(41.778467153159184, -87.73898270495769)"
09/21/2016,Completed,09/22/2016,16-06690756,Sanitation Code Violation,Standing water,1930 W SCHOOL ST,60657,1162891.03878611,1921926.69639869,32,19,5,41.941417829581646,-87.676715823089,"(41.941417829581646, -87.676715823089)"
09/23/2016,Completed,09/27/2016,16-06722838,Sanitation Code Violation,Standing water,140 E OAK ST,60611,1177244.05566697,1907244.25042657,42,18,8,41.900814866502394,-87.62440937921556,"(41.900814866502394, -87.62440937921556)"
09/23/2016,Completed,09/29/2016,16-06729592,Sanitation Code Violation,Standing water,13305 S AVENUE N,60633,1201417.34950193,1817355.5965761,10,4,55,41.65357345114438,-87.53867250621899,"(41.65357345114438, -87.53867250621899)"
09/28/2016,Completed,10/07/2016,16-06841759,Sanitation Code Violation,Standing water,8045 S DORCHESTER AVE,60619,1186938.26041049,1851923.15967693,8,4,45,41.748785086350836,-87.59055924956613,"(41.748785086350836, -87.59055924956613)"
10/06/2016,Completed,10/11/2016,16-07040365,Sanitation Code Violation,Standing water,5530 N OLCOTT AVE,60656,1125575.30296707,1935758.6413896,41,16,10,41.98007670579119,-87.81355993792727,"(41.98007670579119, -87.81355993792727)"
10/06/2016,Completed,10/11/2016,16-07041769,Sanitation Code Violation,Standing water,5112 S KILPATRICK AVE,60632,1145892.2556336,1870276.98432876,14,8,56,41.80002498709393,-87.74050462494607,"(41.80002498709393, -87.74050462494607)"
10/02/2016,Completed,10/11/2016,16-06933961,Sanitation Code Violation,Standing water,4352 W 47TH ST,60632,1148015.77032568,1873109.08521543,14,8,57,41.80775624733463,-87.73264438271458,"(41.80775624733463, -87.73264438271458)"
10/02/2016,Completed,10/11/2016,16-06933964,Sanitation Code Violation,Standing water,4430 W 47TH ST,60632,1147504.429801,1873096.25220467,14,8,57,41.80773082358304,-87.73452019661097,"(41.80773082358304, -87.73452019661097)"
10/02/2016,Completed,10/11/2016,16-06933965,Sanitation Code Violation,Standing water,4432 W 47TH ST,60632,1147483.529801,1873095.75220467,14,8,57,41.80772985108241,-87.7345968660238,"(41.80772985108241, -87.7345968660238)"
10/02/2016,Completed,10/11/2016,16-06933998,Sanitation Code Violation,Standing water,4502 W 47TH ST,60632,1147128.46989922,1873087.11368382,14,8,57,41.80771292603776,-87.73589936868227,"(41.80771292603776, -87.73589936868227)"
10/10/2016,Completed,10/12/2016,16-07111927,Sanitation Code Violation,Standing water,8517 S KOSTNER AVE,60652,1148573.3062915,1847706.46812576,18,8,70,41.73803655709225,-87.73125172478382,"(41.73803655709225, -87.73125172478382)"
10/04/2016,Completed,10/12/2016,16-06997973,Sanitation Code Violation,Standing water,114 W OAK ST,60610,1175209.90709048,1907130.0909298,2,18,8,41.90054749032378,-87.63188429052755,"(41.90054749032378, -87.63188429052755)"
10/16/2016,Completed,10/17/2016,16-07229543,Sanitation Code Violation,Standing water,857 W ADAMS ST,60607,1170637.31901971,1899310.22586561,25,12,28,41.8791906392041,-87.64890861376368,"(41.8791906392041, -87.64890861376368)"
10/16/2016,Completed,10/17/2016,16-07229606,Sanitation Code Violation,Standing water,407 S SANGAMON ST,60607,1170156.54911002,1898352.81080419,25,12,28,41.87657393082803,-87.65070186732105,"(41.87657393082803, -87.65070186732105)"
10/16/2016,Completed,10/20/2016,16-07225237,Sanitation Code Violation,Standing water,2817 W MONROE ST,60612,1157624.21331913,1899563.3349335,27,11,27,41.88016002408049,-87.6966836217371,"(41.88016002408049, -87.6966836217371)"
10/18/2016,Completed,10/20/2016,16-07270187,Sanitation Code Violation,Standing water,4352 W 47TH ST,60632,1148015.77032568,1873109.08521543,14,8,57,41.80775624733463,-87.73264438271458,"(41.80775624733463, -87.73264438271458)"
10/18/2016,Completed,10/20/2016,16-07270188,Sanitation Code Violation,Standing water,4430 W 47TH ST,60632,1147504.429801,1873096.25220467,14,8,57,41.80773082358304,-87.73452019661097,"(41.80773082358304, -87.73452019661097)"
10/18/2016,Completed,10/20/2016,16-07282550,Sanitation Code Violation,Standing water,364 E 70TH PL,60637,1179867.90739159,1858349.22989429,6,3,69,41.76658349292283,-87.61627109561144,"(41.76658349292283, -87.61627109561144)"
10/07/2016,Completed,10/20/2016,16-07065262,Sanitation Code Violation,Standing water,8926 S MARSHFIELD AVE,60620,1166907.50998034,1845419.41998992,21,22,73,41.73138894477307,-87.66414443285828,"(41.73138894477307, -87.66414443285828)"
10/20/2016,Completed,10/25/2016,16-07319887,Sanitation Code Violation,Standing water,1800 W BERENICE AVE,60613,1163565.15607358,1925600.48988498,47,19,5,41.95148471389006,-87.6741343323491,"(41.95148471389006, -87.6741343323491)"
10/17/2016,Completed,10/26/2016,16-07257726,Sanitation Code Violation,Standing water,318 N LEAVITT ST,60612,1161686.10507278,1902166.58989361,27,12,28,41.88721992756649,-87.68169623295002,"(41.88721992756649, -87.68169623295002)"
10/27/2016,Completed,10/28/2016,16-07471164,Sanitation Code Violation,Standing water,4263 N CLARENDON AVE,60613,1170150.94692296,1928500.18328641,46,19,3,41.959300019318924,-87.64984024584751,"(41.959300019318924, -87.64984024584751)"
10/26/2016,Completed,10/30/2016,16-07428317,Sanitation Code Violation,Standing water,4352 W 47TH ST,60632,1148015.77032568,1873109.08521543,14,8,57,41.80775624733463,-87.73264438271458,"(41.80775624733463, -87.73264438271458)"
10/26/2016,Completed,10/30/2016,16-07428342,Sanitation Code Violation,Standing water,4430 W 47TH ST,60632,1147504.429801,1873096.25220467,14,8,57,41.80773082358304,-87.73452019661097,"(41.80773082358304, -87.73452019661097)"
10/26/2016,Completed,10/30/2016,16-07428343,Sanitation Code Violation,Standing water,4432 W 47TH ST,60632,1147483.529801,1873095.75220467,14,8,57,41.80772985108241,-87.7345968660238,"(41.80772985108241, -87.7345968660238)"
10/26/2016,Completed,10/30/2016,16-07428344,Sanitation Code Violation,Standing water,4438 W 47TH ST,60632,1147458.329801,1873095.15220467,14,8,57,41.80772868630779,-87.73468930945073,"(41.80772868630779, -87.73468930945073)"
10/26/2016,Completed,10/30/2016,16-07428345,Sanitation Code Violation,Standing water,4400 W 47TH ST,60632,1147817.86992036,1873104.40358949,14,8,57,41.80774719359453,-87.73337035816313,"(41.80774719359453, -87.73337035816313)"
10/26/2016,Completed,10/30/2016,16-07428346,Sanitation Code Violation,Standing water,4428 W 47TH ST,60632,1147525.329801,1873096.85220467,14,8,57,41.807732070447514,-87.73444352464061,"(41.807732070447514, -87.73444352464061)"
10/31/2016,Completed,11/01/2016,16-07552016,Sanitation Code Violation,Standing water,3617 S OAKLEY AVE,60609,1161723.80911015,1880641.14098654,12,9,59,41.828151182836535,-87.6821572786718,"(41.828151182836535, -87.6821572786718)"
10/17/2016,Completed,11/02/2016,16-07259867,Sanitation Code Violation,Standing water,1318 N LEAVITT ST,60622,1161495.7875035,1908817.21979893,1,14,24,41.90547375531047,-87.68220978248445,"(41.90547375531047, -87.68220978248445)"
10/12/2016,Completed,11/02/2016,16-07165083,Sanitation Code Violation,Standing water,514 N ASHLAND AVE,60622,1165633.42121332,1903738.81799621,1,12,24,41.891451070758656,-87.66715575855855,"(41.891451070758656, -87.66715575855855)"
11/03/2016,Completed,11/04/2016,16-07614600,Sanitation Code Violation,Standing water,1952 W EDDY ST,60657,1162698.54931493,1923577.91996663,47,19,5,41.9459529219241,-87.67737685474084,"(41.9459529219241, -87.67737685474084)"
11/03/2016,Completed,11/07/2016,16-07600370,Sanitation Code Violation,Standing water,4352 W 47TH ST,60632,1148015.77032568,1873109.08521543,14,8,57,41.80775624733463,-87.73264438271458,"(41.80775624733463, -87.73264438271458)"
11/03/2016,Completed,11/07/2016,16-07600372,Sanitation Code Violation,Standing water,4432 W 47TH ST,60632,1147483.529801,1873095.75220467,14,8,57,41.80772985108241,-87.7345968660238,"(41.80772985108241, -87.7345968660238)"
11/03/2016,Completed,11/07/2016,16-07609626,Sanitation Code Violation,Standing water,307 W 44TH PL,60609,1174958.7896959,1875482.12732258,3,9,37,41.81370884311039,-87.63375377867855,"(41.81370884311039, -87.63375377867855)"
11/04/2016,Completed,11/07/2016,16-07634922,Sanitation Code Violation,Standing water,6069 N KIRKWOOD AVE,60646,1144841.306674,1940083.48181054,39,17,12,41.991601699563226,-87.74259616559621,"(41.991601699563226, -87.74259616559621)"
10/31/2016,Completed,11/08/2016,16-07552016,Sanitation Code Violation,Standing water,3617 S OAKLEY AVE,60609,1161723.80911015,1880641.14098654,12,9,59,41.828151182836535,-87.6821572786718,"(41.828151182836535, -87.6821572786718)"
11/07/2016,Completed,11/15/2016,16-07691261,Sanitation Code Violation,Standing water,727 S HOYNE AVE,60612,1162490.86643014,1896760.82999792,28,12,28,41.872369246725796,-87.67889229489924,"(41.872369246725796, -87.67889229489924)"
11/07/2016,Completed,11/15/2016,16-07691281,Sanitation Code Violation,Standing water,2101 W FLOURNOY ST,60612,1162485.01739167,1897076.78993349,28,12,28,41.873236391583326,-87.67890492495265,"(41.873236391583326, -87.67890492495265)"
11/07/2016,Completed,11/15/2016,16-07691286,Sanitation Code Violation,Standing water,2100 W LEXINGTON ST,60612,1162490.86643014,1896760.82999792,28,12,28,41.872369246725796,-87.67889229489924,"(41.872369246725796, -87.67889229489924)"
